item,name,description,type,category,subcategory,text,label
http://www.wikidata.org/entity/Q66626,Hornussen,"village and former municipality in Böztal in the canton of Aargau, Switzerland",named entity,Geography,neighborhood,"Hornussen is a former municipality in the district of Laufenburg in the canton of Aargau in Switzerland. On 1 January 2022 the former municipalities of Bözen, Effingen, Elfingen and Hornussen merged into the new municipality of Böztal.


== History ==
Scattered archeological discoveries indicate that the land that would become Hornussen was lightly occupied during the Stone Age.  During the Roman era, it was located on the important route over the Bözberg.  However, the first mention of Hornussen is in 1281 as Hornescon. Until the 1802 Act of Mediation, all manor rights to the village were held by collegiate church of Säckingen.  Until 1797 it was part of the Austrian-Habsburg Rheinfelden District.  Since 1803 Hornussen has belong to the Canton of Aargau.  Starting in the 15th century, the Manor of Hornussen had a formal special status within the Habsburg territory.  The lord of the manor was the court of appeals for all of Säckingen and also the economic center of the district.  This ",cultural exclusive
http://www.wikidata.org/entity/Q665982,Posca,Ancient Roman drink,concept,food,drink,"Posca was an ancient Roman drink made by mixing water and wine vinegar. Bracing but less nutritious and generally less palatable than wine, it was typically a drink for soldiers, the lower classes, and slaves.


== Etymology and later elaborations ==
The word posca is derived from either Latin potor 'to drink' or from Greek epoxos 'very sharp'. Because the Greeks lacked a word for posca, sources written in Greek, such as the Gospels and Plutarch, use the word οξος, oxos 'vinegar' in its place (translated as acetum in the Vulgate Bible). The word eventually migrated into Greek from about the sixth century AD onward as the Byzantine army continued the Roman tradition, drinking what they termed phouska. This word (sometimes rendered phouska) may mean 'beer' in some contexts:

What it certainly meant originally, like Latin posca, was vinegar-and-water, the regular beverage of the classical Roman army on bad days. Thus Aëtius gives, and Paul of Aegina repeats, a recipe for a ""palatable and ",cultural exclusive
http://www.wikidata.org/entity/Q546264,beat music,"popular music genre, influenced by rock and roll, skiffle, traditional pop music; developed in the UK early 1960s",concept,Music,music genre,"Beat music, British beat, or Merseybeat is a British popular music genre that developed around Liverpool in the late 1950s and early 1960s. The genre melded influences from British and American rock and roll, rhythm and blues, skiffle, traditional pop, and music hall. It rose to mainstream popularity in the United Kingdom and Europe by 1963 before spreading to North America in 1964 with the British Invasion. The beat style shaped popular music and youth culture through 1960s movements such as garage rock, folk rock and psychedelic music.


== Origin ==
The exact origins of the terms 'beat music' and 'Merseybeat' are uncertain. ""Beat"" alludes to the driving rhythms adopted from rock and roll, R&B, and soul music—not the Beat Generation literary movement of the 1950s. As the initial wave of rock and roll subsided in the later 1950s, ""big beat"" music, later shortened to ""beat"", became a live dance alternative to the balladeers like Tommy Steele, Marty Wilde, and Cliff Richard who were dom",cultural representative
http://www.wikidata.org/entity/Q495488,forage fish,small fish which are preyed on by larger predators for food,concept,Biology,fish,"Forage fish, also called prey fish or bait fish, are small pelagic fish that feed on planktons (i.e. planktivores) and other small aquatic organisms (e.g. krill). They are in turn preyed upon by various predators including larger fish, seabirds and marine mammals, this making them keystone species in their aquatic ecosystems.
The typical ocean forage fish feed at the lower trophic level of the food chain, often by filter feeding. They include particularly fishes of the order Clupeiformes (herrings, sardines, shad, hilsa, menhaden, anchovies, and sprats), but also other small fish, including halfbeaks, silversides, smelt such as capelin and goldband fusiliers.
Forage fish compensate for their small size by forming schools. Some swim in synchronised grids with their mouths open so they can efficiently filter plankton. These schools can become immense shoals which move along coastlines and migrate across open oceans. The shoals are concentrated energy resources for the great marine predat",cultural agnostic
http://www.wikidata.org/entity/Q544972,trombonist,musician who plays the trombone,concept,Music,musical profession,"The trombone (German: Posaune, Italian, French: trombone) is a musical instrument in the brass family. As with all brass instruments, sound is produced when the player's lips vibrate inside a mouthpiece, causing the air column inside the instrument to vibrate. Nearly all trombones use a telescoping slide mechanism to alter the pitch instead of the valves used by other brass instruments. The valve trombone is an exception, using three valves similar to those on a trumpet, and the superbone has valves and a slide.
The word ""trombone"" derives from Italian tromba (trumpet) and -one (a suffix meaning ""large""), so the name means ""large trumpet"". The trombone has a predominantly cylindrical bore like the trumpet, in contrast to the more conical brass instruments like the cornet, the flugelhorn, the baritone, and the euphonium. The most frequently encountered trombones are the tenor trombone and bass trombone. These are treated as non-transposing instruments, reading at concert pitch in bass c",cultural agnostic
http://www.wikidata.org/entity/Q693791,koto,traditional dress of women in Suriname,concept,Fashion,traditional costume,"The koto is a traditional dress from the Afro-Surinamese or Creole women in Suriname. Women who wear the dress are called kotomisi (misi means miss in Sranan Tongo).
Different kotos exist for various occasions like weddings or funerals.  The development of the koto as regular dress is not complete but it is still used in special occasions like the koto-dansi.
With the koto, women wear a head or body covering called an angisa or anisa. The folding of the angisa sends a social message, for example “Let them talk.”
For men the traditional clothing is the pangani. 


== Gallery ==

		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


== References ==


== External links ==

Examples of traditional kotos
Examples of koto's currently used, traditional and modern
Examples of the angisa and the social message",cultural exclusive
http://www.wikidata.org/entity/Q254118,Holocaust Museum LA,museum,named entity,History,museum,"Holocaust Museum LA, formerly known as Los Angeles Museum of the Holocaust, is a museum located in Pan Pacific Park within the Fairfax district of Los Angeles, California. Founded in 1961 by Holocaust survivors, Holocaust Museum LA is the oldest museum of its kind in the United States. Its mission is to commemorate those murdered in the Holocaust, honor those who survived, educate about the Holocaust, and inspire a more dignified and humane world.


== History ==
Holocaust Museum LA is the oldest museum founded by Holocaust survivors in the United States. In 1961, a group of Holocaust survivors in an English as a second language class at Hollywood High School met and realized their deep connection and drive to steward the past. They began meeting to discuss their personal experiences, and the importance of commemorating their lost relatives and friends and educating future generations. They all had primary sources, such as photographs, artifacts, documents, and memories, and they decid",cultural exclusive
http://www.wikidata.org/entity/Q19090,Robin Hood,1973 American animated film,named entity,Comics and Anime,animated film,"Robin Hood is a 1973 American animated musical adventure comedy film produced by Walt Disney Productions and released by Buena Vista Distribution. Produced and directed by Wolfgang Reitherman, it is based on the English folktale ""Robin Hood"". Taking place in a world populated by anthropomorphic animals, the story follows the adventures of Robin Hood, Little John, and the inhabitants of Nottingham as they fight against the excessive taxation of Prince John, and Robin Hood wins the hand of Maid Marian. The film features the voices of Brian Bedford, Phil Harris, Peter Ustinov, Pat Buttram, Monica Evans, Terry-Thomas, Roger Miller, and Carole Shelley.
The idea to adapt Robin Hood into an animated feature was dated back to Walt Disney's interest in the tale of Reynard the Fox following the release of Snow White and the Seven Dwarfs (1937). The idea was repeatedly shelved for several decades. In 1968, Ken Anderson pitched a film adaptation of Robin Hood, incorporating ideas from Reynard the ",cultural representative
http://www.wikidata.org/entity/Q1584013,Yakshagana,traditional theatre form in India,named entity,Performing arts,theatrical genre,"Yakshagana is a traditional theatre, found in Dakshina Kannada, Udupi, Kasaragod district and  Uttara Kannada, Shimoga and western parts of Chikmagalur districts, in the state of Karnataka and in Kasaragod district in Kerala that combines dance, music, dialogue, costume, make-up, and stage techniques with a unique style and form. It is believed to have evolved from pre-classical music and theatre during the period of the Bhakti movement. This theatre style is mainly found in coastal regions of Karnataka in various forms. Towards the south from Dakshina Kannada to Kasaragod of Tulu Nadu region, the form of Yakshagana is called Thenku thittu and towards the north from Udupi up to Uttara Kannada it is called Badaga thittu. Both of these forms are equally played all over the region. Yakshagana is traditionally presented from dusk to dawn. Its stories are drawn from Ramayana, Mahabharata, Bhagavata and other epics from both Hindu and Jain and other ancient Indic traditions.


== Etymology =",cultural exclusive
http://www.wikidata.org/entity/Q3275087,Hanaya Yohei,Japanese chef,named entity,food,cook,"Hanaya Yohei (華屋 与兵衛 or 花屋 與兵衛; 1799–1858) was a Japanese restaurateur and chef who is generally credited as the inventor of Tokyo-style (Edomaezushi; 江戸前寿司) nigiri sushi at the end of the Edo period. He is also regarded as the inventor of modern sushi that is widely recognized around the world.


== Life ==
Hanaya was born in Reiganjima, Edo (present-day Shinkawa, Tokyo). In 1810, he established a sushi restaurant, Hanaya, in Honjo, Edo (present-day Honjo, Tokyo).
Hanaya developed a new type of sushi, nigirizushi, which was different from the already existing oshizushi, in the early Bunsei era (1818-1830).
Sushi at his time was made from freshly captured fish from the nearby Tokyo Bay. This ruled out many of today's popular materials such as salmon roe (ikura; イクラ). Even though Tokyo is a coastal city, food safety was still a concern before the invention of refrigeration. To prevent spoilage, Hanaya either slightly cooked or marinated the fish in soy sauce or vinegar. It was quite rea",cultural representative
http://www.wikidata.org/entity/Q53046,Carlo Verdone,"Italian actor, screenwriter and film director",named entity,Films,film director,"Carlo Gregorio Verdone (born 17 November 1950) is an Italian actor, screenwriter and film director.
Verdone is best known for his comedic roles in Italian classics, which he also wrote and directed. His career was jumpstarted by his first three successes, Fun Is Beautiful (1980), Bianco, rosso e Verdone (1981) and Talcum Powder (1982). Since the 1990s, he has been introducing more serious subjects in his work, linked to the excesses of society and the individual's hardships in confronting it; some examples are Damned the Day I Met You (1992), My Best Enemy (2006) and Me, Them and Lara (2010).


== Early life ==
Carlo Verdone was born in Rome to Mario Verdone, an important Italian film critic and academic, and studied at the Italian Liceo classico in Rome, having the future actor Christian De Sica as his deskmate. Subsequently, Verdone earned a degree in Modern Literature at Sapienza University of Rome, the same university where his father taught, and a degree in Film Direction at the C",cultural representative
http://www.wikidata.org/entity/Q767703,breakdancer,person who breakdances,concept,sports,athlete,"Breakdancing or breaking, also called b-boying (when performed by men) or b-girling (women), is a style of street dance originated by African Americans and Puerto Ricans in The Bronx borough of New York City.  
Breakdancing consists mainly of four kinds of movement—toprock, downrock, power moves, and freezes—and is typically set to songs containing drum breaks, especially in funk, soul, and hip-hop. Its modern dance elements originated among the poor youth of New York during the early 1980s. It is tied to the birth of hip-hop, whose DJs developed rhythmic break for dancers. 
The dance form has expanded globally, with an array of organizations and independent competitions supporting its growth. Breaking became an Olympic sport at the 2024 Summer Olympics in Paris, as per a December 7, 2020 decision by the International Olympic Committee, after a proposal by the World DanceSport Federation.


== Terminology ==
The origin of the term breakdance is unknown. It was used by hiphop pioneer an",cultural representative
http://www.wikidata.org/entity/Q93189,egg as food,edible animal product,concept,food,ingredient,"Humans and other hominids have consumed eggs for millions of years. The most widely consumed eggs are those of fowl, especially chickens. People in Southeast Asia began harvesting chicken eggs for food by 1500 BCE. Eggs of other birds, such as ducks and ostriches, are eaten regularly but much less commonly than those of chickens. People may also eat the eggs of reptiles, amphibians, and fish. Fish eggs consumed as food are known as roe or caviar.
Hens and other egg-laying creatures are raised throughout the world, and mass production of chicken eggs is a global industry. In 2009, an estimated 62.1 million metric tons of eggs were produced worldwide from a total laying flock of approximately 6.4 billion hens. There are issues of regional variation in demand and expectation, as well as current debates concerning methods of mass production. In 2012, the European Union banned battery husbandry of chickens.


== History ==

Bird eggs have been valuable foodstuffs since prehistory, in both h",cultural agnostic
http://www.wikidata.org/entity/Q259553,Urania,architectural structure in Vienna,named entity,architecture,architectural structure,"Urania is a public educational institute and observatory in Vienna, Austria.
Urania Observatory (German: Urania Sternwarte) was built in 1909 according to the plans of Art Nouveau style architect Max Fabiani (a student of Otto Wagner) at the outlet of the Wien River and was opened in 1910 by Franz Joseph I of Austria as an educational facility with a public observatory.  It was named after the Muse Urania who represents Astronomy.
During World War II, the Urania was severely damaged and the dome with the observatory was destroyed.  After its reconstruction, it was reopened in 1957.  The observatory itself has been continually improved technically over the years.
Though it now serves different functions, the Urania continues to be a public observatory. Presently the Urania also has seminar rooms in which wide-ranging classes and lectures are given, a movie theater that screens at the annual Viennale movie festival and a puppet theater created originally by actor Hans Kraus. The Urania m",cultural exclusive
http://www.wikidata.org/entity/Q5276133,digital philosophy,direction in philosophy and cosmology advocated by certain mathematicians and theoretical physicists,named entity,philosophy and religion,philosophy,"Computational philosophy or digital philosophy is the use of computational techniques in philosophy. It includes concepts such as computational models, algorithms, simulations, games, etc. that help in the research and teaching of philosophical concepts, as well as specialized online encyclopedias and graphical visualizations of relationships among philosophers and concepts. The use of computers in philosophy has gained momentum as computer power and the availability of data have increased greatly. This, along with the development of many new techniques that use those computers and data, has opened many new ways of doing philosophy that were not available before. It has also led to new insights in philosophy.


== References ==


== Sources ==


== External links ==
Centre for Digital Philosophy at the University of Western Ontario
PhiloComp.net at the University of Oxford",cultural agnostic
http://www.wikidata.org/entity/Q239897,Joann Sfar,"French comics artist, graphic novelist, and film director",named entity,Comics and Anime,comics artist,"Joann Sfar (French: [ʒoan sfaʁ]; born 28 August 1971) is a French comics artist, comic book creator, novelist, and film director.


== Life and career ==
Sfar was born in Nice, the son of Lilou, a pop singer, who died when he was three, and André Sfar, a lawyer well known for prosecuting Neo-Nazis. As a result of his mother's early death, Sfar was raised by his father and maternal grandfather, a military doctor of Ukrainian origin in the Alsace-Lorraine Independent Brigade (France) during World War II. Sfar's grandfather reportedly saved the right hand of the brigade's leader, novelist André Malraux, for which he was awarded French citizenship.
Sfar is considered one of the most important artists of the new wave of Franco-Belgian comics, though he has rejected the assertion that he, along with artists such as Christophe Blain, Marjane Satrapi, and Lewis Trondheim, sought to create an alternative scene or a new movement in comics. Many of his comics were published by L'Association which",cultural representative
http://www.wikidata.org/entity/Q181283,adult comics,comic genre,concept,Comics and Anime,comics,"The catch-all term adult comics typically denotes comic books, comic magazines, comic strips or graphic novels that are marketed either mainly or strictly towards adult (or mature) readers. This can be because they contain material that could be considered thematically inappropriate for children, including vulgarity, morally questionable actions, disturbing imagery, and sexually explicit material.
Adult comics can be defined as intended for audience of 16 years or older.


== In English-speaking countries ==


=== Early days ===
Roger Sabin traces the history of adult comics back to the political cartoons published in broadsheets since the 19th century. In the 1930s, there were clandestinely produced tijuana bibles – rectangular, eight page pamphlets with black printing on cheap white paper. The artwork ranged from excellent to utterly crude and the stories were explicit sexual escapades, usually featuring well known cartoon characters, political figures, or movie stars, without the su",cultural agnostic
http://www.wikidata.org/entity/Q219423,mural,piece of artwork painted or applied directly on a large permanent surface,concept,Visual Arts,painting,"A mural is any piece of graphic artwork that is painted or applied directly to a wall, ceiling or other permanent substrate. Mural techniques include fresco, mosaic, graffiti and marouflage.


== Word mural in art ==
The word mural is a Spanish adjective that is used to refer to what is attached to a wall. The term mural later became a noun. In art, the word began to be used at the beginning of the 20th century. 
In 1906, Dr. Atl issued a manifesto calling for the development of a monumental public art movement in Mexico; he named it in Spanish pintura mural (English: wall painting). 
In ancient Roman times, a mural crown was given to the fighter who was first to scale the wall of a besieged town. ""Mural"" comes from the Latin muralis, meaning ""wall painting"". This word is related to murus, meaning ""wall"".


== History ==


=== Antique art ===

Murals of sorts date to Upper Paleolithic times such as the cave paintings in the Lubang Jeriji Saléh cave in Borneo (40,000–52,000 BP), Chauvet",cultural agnostic
http://www.wikidata.org/entity/Q864380,biographer,person who creates biographies,concept,Books,non-fiction writer,"Biographers are authors who write an account of another person's life, while autobiographers are authors who write their own biography.


== Biographers ==
Countries of working life: Ab=Arabia, AG=Ancient Greece, Al=Australia, Am=Armenian, AR=Ancient Rome, Au=Austria, AH=Austria/Hungary, Ca=Canada, En=England, Fl=Finland, Fr=France, Ge=Germany, Id=Indonesia, In=India, Ir=Ireland, Is=Israel, Jp=Japan, Nw=Norway, SA=South Africa, Sc=Scotland, SL=Sierra Leone, So=Somalia, Sp=Spain, Sw=Sweden, TT=Trinidad & Tobago, US=United States, Ve=Venezuela, Wl=Wales


=== A–G ===


=== H–M ===


=== N–Z ===


== Autobiographers ==


== See also ==

Lists of writers",cultural agnostic
http://www.wikidata.org/entity/Q2283231,Light-Life,renewal movement within the Catholic Church,named entity,philosophy and religion,religious movement,"The Light-Life Movement, also known as the Oasis Movement, is an organisation within the Catholic Church. The group originated in Poland thanks to the efforts of Franciszek Blachnicki.


== History ==
The  history of the Movement dates back to the first  retreat, which took place in 1954 with the participation of altar boys. Before 1976 movement was known as ""the Oasis Movement"", ""the Movement of the Living Church"", ""the Movement of the Immaculate."" The creator of the oasis, the founder and first national moderator of the movement was Servant of God Fr. Franciszek Blachnicki (buried in Good Shepherd Church in Krościenko), who died in 1987 in Germany where he worked after the beginning of the martial law in Poland. The Light-Life Movement has been founded and developed in Poland but it has already spread to other countries: Slovakia, the Czech Republic, Germany, Belarus, Latvia, Ukraine, Great Britain, Ireland, Canada, USA, Kenya, China and Pakistan. There are also small groups or commu",cultural exclusive
http://www.wikidata.org/entity/Q183945,record producer,individual who oversees and manages the recording of an artist's music,concept,Music,musician,"A record producer or music producer is a music creating project's overall supervisor whose responsibilities can involve a range of creative and technical leadership roles. Typically the job involves hands-on oversight of recording sessions; ensuring artists deliver acceptable and quality performances, supervising the technical engineering of the recording, and coordinating the production team and process. The producer's involvement in a musical project can vary in depth and scope. Sometimes in popular genres the producer may create the recording's entire sound and structure. However, in classical music recording, for example, the producer serves as more of a liaison between the conductor and the engineering team. The role is often likened to that of a film director though there are important differences. It is distinct from the role of an executive producer, who is mostly involved in the recording project on an administrative level, and from the audio engineer who operates the recordin",cultural agnostic
http://www.wikidata.org/entity/Q60233168,political historian,person who is engaged in political history,concept,History,historian,"Political history is the narrative and survey of political events, ideas, movements, organs of government, voters, parties and leaders. It is closely related to other fields of history, including diplomatic history, constitutional history, social history, people's history, and public history. Political history studies the organization and operation of power in large societies.
From approximately the 1960s onwards, the rise of competing subdisciplines, particularly social history and cultural history, led to a decline in the prominence of ""traditional"" political history, which tended to focus on the activities of political elites. In the two decades from 1975 to 1995, the proportion of professors of history in American universities identifying with social history rose from 31% to 41%, and the proportion of political historians fell from 40% to 30%.


== Political world history ==

The political history of the world examines the history of politics and government on a global scale, inclu",cultural agnostic
http://www.wikidata.org/entity/Q197069,Zexcs,Japanese animation studio,named entity,Comics and Anime,animation studio,"ZEXCS inc., (Japanese: 有限会社ゼクシズ, Hepburn: Yūgen-gaisha Zekushizu) is a Japanese animation studio located in Koganei, Tokyo, Japan. It was established on January 23, 1998, by former J.C.Staff producer Tomoko Kawasaki and is known for doing the animation production of series such as Sister Princess and Diabolik Lovers. Zexcs is also known for its work in cooperation with its sister company Feel.


== Productions ==


=== Television series ===


=== Original video animations ===


=== Films ===


== References ==


== External links ==
Official website (in Japanese)
Zexcs  at Anime News Network's encyclopedia",cultural representative
http://www.wikidata.org/entity/Q670265,Eisteddfod,"type of Welsh festival of literature, music and performance",concept,Music,music festival,"In Welsh culture, an eisteddfod is an institution and festival with several ranked competitions, including in poetry and music.: xvi 
The term eisteddfod, which is formed from the Welsh morphemes: eistedd, meaning 'sit', and fod, meaning 'be', means, according to Hywel Teifi Edwards, ""sitting-together."" Edwards further defines the earliest form of the eisteddfod as a competitive meeting between bards and minstrels, in which the winner was chosen by a noble or royal patron.
The first documented instance of such a literary festival and competition took place under the patronage of Prince Rhys ap Gruffudd of the House of Dinefwr at Cardigan Castle in 1176. However, with the Edwardian Conquest of Wales, the closing of the bardic schools, and the Anglicization of the Welsh nobility, it fell into abeyance. The current format owes much to an 18th-century revival, first patronized and overseen by the London-based Gwyneddigion Society. It was later co-opted by the Gorsedd Cymru, a secret societ",cultural exclusive
http://www.wikidata.org/entity/Q15964235,Emmenbrücke Kapf railway station,railway station in Switzerland,named entity,transportation,station,"Emmenbrücke Kapf railway station (German: Bahnhof Emmenbrücke Kapf) is a railway station in the municipality of Emmen, in the Swiss canton of Lucerne. It is an intermediate stop on the standard gauge Olten–Lucerne line of Swiss Federal Railways. Until the December 2022 timetable change, the station was named Rothenburg Dorf, after the nearby municipality of Rothenburg.


== Services ==
As of the December 2022 timetable change, the following services stop at Emmenbrücke Kapf:

Lucerne S-Bahn S1: half-hourly service between Sursee and Baar.


== References ==


== External links ==
 Media related to Emmenbrücke Kapf railway station at Wikimedia Commons
Emmenbrücke Kapf railway station – SBB",cultural exclusive
http://www.wikidata.org/entity/Q63036,Eduard Oscar Schmidt,German zoologist (1823–1886),named entity,Biology,biologist,"Eduard Oscar Schmidt (21 February 1823,  in Torgau – 17 January 1886, in Kappelrodeck) was a German zoologist and phycologist.


== Biography ==
He initially studied mathematics and science at Halle, then continued his education in Berlin, where he came under the influence of Christian Gottfried Ehrenberg and Johannes Peter Müller. In 1847 he received his habilitation at the University of Jena, becoming an associate professor during the following year. In 1855 was he appointed professor of zoology at the University of Cracow. Later he taught classes at the Universities of Graz (from 1857) and Strasbourg (from 1872 till his death in 1886).
Schmidt was an early proponent of Darwinian evolutionary thought. He is remembered for his research of Porifera (sponges), particularly species from the Adriatic Sea. Schmidt also made contributions in the field of phycology.
As far back as 1862 Oscar Schmidt showed that ""cuttings"" of sponges will attach themselves and grow. This idea was followed thr",cultural exclusive
http://www.wikidata.org/entity/Q225907,professional revolutionary,follower of the Communist movement who engages professionally in subversive or revolutionary (depending on viewpoint) activities,concept,politics,politician,"Leninism (Russian: Ленинизм, Leninizm) is a political ideology developed by Russian Marxist revolutionary Vladimir Lenin that proposes the establishment of the dictatorship of the proletariat led by a revolutionary vanguard party as the political prelude to the establishment of communism.
Lenin's ideological contributions to the Marxist ideology relate to his theories on the party, imperialism, the state, and revolution. The function of the Leninist vanguard party is to provide the working classes with the political consciousness (education and organisation) and revolutionary leadership necessary to depose capitalism.
Leninist revolutionary leadership is based upon The Communist Manifesto (1848), identifying the communist party as ""the most advanced and resolute section of the working class parties of every country; that section which pushes forward all others."" As the vanguard party, the Bolsheviks viewed history through the theoretical framework of dialectical materialism, which sanc",cultural representative
http://www.wikidata.org/entity/Q794428,entrenched river,term,concept,Geography,river,"An entrenched river, or entrenched stream is a river or stream that flows in a narrow trench or valley cut into a plain or relatively level upland. Because of lateral erosion streams flowing over gentle slopes over a time develops meandering (snake like pattern) course. Meanders form where gradient is very gentle, for example in floodplains and deltas. Meandering is a feature of the middle and final course of the river, but very deep and wide meanders can also be found cutting hard rocks. Such meanders are called incised or entrenched meanders. The exception is entrenched meanders that are formed during the upliftment of land where a river is young. They widen and deepen over time and can be found as deep gorges or canyons in hard rock. 
In the case of an entrenched stream or river, it is often presumed that the watercourse has inherited its course by cutting down into bedrock from a pre-existing plain with little modification of the original course. The down-cutting of the river syste",cultural agnostic
http://www.wikidata.org/entity/Q874265,Stump sock,cloth accessory for amputation stumps,concept,Fashion,clothing,"Stump socks are tubular medical or clothing accessories with a blind end that are fashioned similar to socks, usually without a heel. They are worn on amputation stumps for a number of reasons. As stump socks are typically worn on body parts that do not contain a foot, their definition is distinct from the average sock type garment. 
Amputation stumps can be sensitive to cold or heat, particularly as their capacity to regulate tissue congestion is limited. The skin of amputation stumps can be very sensitive to allergic, chemical or mechanical irritation and thus may have to be protected. 
There are different types of stump socks, some of which are available individually made to fit, some as industrially manufactured items:

socks with metal fabric that are worn to reduce phantom sensation or pain
compression socks that are worn to reduce tissue congestion or swelling
protective socks or liners that are worn to fit the stump inside a prosthesis
socks that are worn to keep the stump warm",cultural agnostic
http://www.wikidata.org/entity/Q183308,New Age,spiritual or religious beliefs and practices that developed in Western nations during the 1970s,named entity,philosophy and religion,religion,"New Age is a range of spiritual or religious practices and beliefs that rapidly grew in Western society during the early 1970s. Its highly eclectic and unsystematic structure makes a precise definition difficult. Although many scholars consider it a religious movement, its adherents typically see it as spiritual or as a unification of mind, body, and spirit, and rarely use the term New Age themselves. Scholars often call it the New Age movement, although others contest this term and suggest it is better seen as a milieu or zeitgeist.
As a form of Western esotericism, the New Age drew heavily upon esoteric traditions such as the occultism of the eighteenth and nineteenth centuries, including the work of Emanuel Swedenborg and Franz Mesmer, as well as Spiritualism, New Thought, and Theosophy. More immediately, it arose from mid-20th century influences such as the UFO religions of the 1950s, the counterculture of the 1960s, and the Human Potential Movement. Its exact origins remain contes",cultural representative
http://www.wikidata.org/entity/Q11046554,tapu,Polynesian traditional concept denoting something holy or sacred,concept,Gestures and habits,mores,"Tapu is a Polynesian traditional concept denoting something holy or sacred, with ""spiritual restriction"" or ""implied prohibition""; it involves rules and prohibitions. The English word taboo derives from this later meaning and dates from Captain James Cook's visit to Tonga in 1777. 
The concept exists in many Polynesian societies, including traditional Māori, Samoan, Kiribati, Rapanui, Tahitian, Hawaiian, and Tongan cultures, in most cases using a recognisably similar word (from Proto-Polynesian *tapu), though the Rotuman term for this concept is ""ha'a"". In Hawaii, a similar concept is known as kapu - /t/ and /k/ are standard allophonic variations in  Hawaiian phonology.


== Outside Polynesian ==
The root also exists outside Polynesian languages, in the broader Austronesian family: e.g. Fijian tabu, Hiw (Vanuatu) toq [tɔkʷ] ‘holy, sacred’, Mwotlap ne-teq [nɛ-tɛk​͡pʷ] ‘cemetery’…
Whether Polynesian or not, all modern forms go back to a Proto-Oceanic etymon reconstructed as *tabu [taᵐbu]",cultural representative
http://www.wikidata.org/entity/Q4835874,BLUF,writing style that places key information at the beginning,named entity,Literature,writing style,"Bottom line up front, or BLUF, is the practice of beginning a message with its key information (the ""bottom line""). This provides the reader with the most important information first. By extension, that information is also called a BLUF. It differs from an abstract or executive summary in that it is simpler and more concise, similar to a thesis statement, and it resembles the inverted pyramid practice in journalism and the so-called “deductive” presentation of information, in which conclusions precede the material that justifies them, in contrast to “inductive” presentation, which lays out arguments before the conclusions drawn from them.
BLUF is a standard in U.S. military communication whose aim is to make military messages precise and powerful. It differs from an older, more-traditional style in which conclusions and recommendations are included at the end, following the arguments and considerations of facts. The BLUF concept is not exclusive to writing since it can also be used in ",cultural agnostic
http://www.wikidata.org/entity/Q3565221,Wakanim,European anime streaming service,concept,media,streaming service,"Wakanim was a French subscription video on-demand over-the-top streaming service.
The service specialized in online streaming and simulcasting of Japanese anime series. It was also the first platform to offer videos for download without digital rights management on anime series in Europe. The service was discontinued on 3 November 2023.


== History ==
Wakanim was launched on 27 February 2009 after YouTube appeared in France in 2007, and broadcast its first series in October 2010, The World God Only Knows. The aim was to launch simultaneous broadcasting (simulcast) of animated series with Japan, as the French market of the Japanese animation did not yet have an adapted legal offer and that it suffered from piracy (fansub).
In October 2013, Wakanim began expanding overseas, with the service extended to the United Kingdom in partnership with British distributor Anime Limited. Wakanim UK was later discontinued in 2014, with Space Dandy being the final title simulcasted in the region.
In J",cultural exclusive
http://www.wikidata.org/entity/Q25326,Mollusca,large phylum of invertebrate animals,concept,Biology,animal,"Mollusca is a phylum of protostomic invertebrate animals, whose members are known as molluscs or mollusks (). Around 76,000 extant species of molluscs are recognized, making it the second-largest animal phylum after Arthropoda. The number of additional fossil species is estimated between 60,000 and 100,000, and the proportion of undescribed species is very high. Many taxa remain poorly studied.
Molluscs are the largest marine phylum, comprising about 23% of all the named marine organisms. They are highly diverse, not just in size and anatomical structure, but also in behaviour and habitat, as numerous groups are freshwater and even terrestrial species. The phylum is typically divided into 7 or 8 taxonomic classes, of which two are entirely extinct. Cephalopod molluscs, such as squid, cuttlefish, and octopuses, are among the most neurologically advanced of all invertebrates—and either the giant squid or the colossal squid is the largest known extant invertebrate species. The gastropods ",cultural agnostic
http://www.wikidata.org/entity/Q766570,Political parties in Russia,Wikimedia list article,concept,politics,political party,"This article discusses political parties in Russia.
The Russian Federation has a de jure multi-party system, however it operates as a dominant-party system. As of 2020, six parties have members in the federal parliament, the State Duma, with one dominant party (United Russia). As of July 2023, 27 political parties are officially registered in the Russian Federation, 25 of which have the right to participate in elections.


== History ==

After the Perestroika reforms in the 1980s Russia had over 100 registered parties, but the people elected to the State Duma represented only a small number of parties. After 2000, during Vladimir Putin's first presidency (2000–2008), the number of parties quickly decreased. From 2008 to 2012 there were only seven parties in Russia, and every new attempt to register new parties was blocked. The last registered party of this period was the government-organized Right Cause (now the Party of Growth) which was registered on 18 February 2009. Before the 2011",cultural exclusive
